Class of Travel,Quota,Source Station,Destination Station,Number of Passengers,Age of Passengers,Travel Distance,Number of Stations,Travel Time,Train Type,Seat Availability,Special Considerations,Holiday or Peak Season,Waitlist Position,Confirmation Status,journey_month,journey_dayofweek,days_before_journey
1AC,Tatkal,BCT,CSMT,4,Adult,110,17,8,Express,489,Defense Quota,Yes,0.0,1,6,5,244
3AC,Tatkal,ADI,PNBE,1,Child,1618,8,18,Superfast,118,No_Special_Consideration,Yes,0.0,1,6,6,244
3AC,Tatkal,GKP,JHS,5,Child,1246,11,34,Shatabdi,175,No_Special_Consideration,No,0.0,1,6,0,244
1AC,Premium Tatkal,LKO,SC,1,Senior Citizen,941,3,5,Superfast,0,Senior Citizen,Yes,9.0,0,7,1,244
3AC,Ladies,JP,MMCT,5,Adult,607,17,29,Shatabdi,450,No_Special_Consideration,Yes,116.0,0,7,2,244
2AC,General,GKP,MMCT,1,Child,1103,16,17,Shatabdi,30,No_Special_Consideration,Yes,0.0,1,7,3,244
3AC,Ladies,MAS,ASR,3,Adult,1905,3,37,Shatabdi,14,Defense Quota,Yes,0.0,1,7,4,244
Sleeper,Tatkal,JU,ASR,3,Senior Citizen,1028,2,5,Express,72,Defense Quota,No,0.0,1,7,5,244
3AC,Premium Tatkal,CSMT,CNB,2,Adult,1931,16,37,Rajdhani,203,No_Special_Consideration,No,166.0,0,7,6,244
2AC,Premium Tatkal,JHS,GKP,5,Senior Citizen,1765,10,9,Rajdhani,16,Senior Citizen,No,0.0,1,7,0,244
1AC,Ladies,CSMT,JP,4,Senior Citizen,1152,13,35,Express,480,No_Special_Consideration,Yes,0.0,1,7,1,244
3AC,General,JHS,SBC,3,Senior Citizen,1272,5,22,Express,195,Senior Citizen,No,0.0,1,7,2,244
1AC,Ladies,BSB,BBS,1,Senior Citizen,302,6,7,Express,194,No_Special_Consideration,Yes,0.0,1,7,3,244
2AC,Ladies,MAS,LKO,4,Adult,845,16,27,Express,260,No_Special_Consideration,Yes,53.0,0,7,4,244
3AC,Premium Tatkal,BBS,HWH,5,Adult,392,6,38,Rajdhani,363,Defense Quota,No,0.0,1,7,5,244
Sleeper,Premium Tatkal,LTT,CSMT,2,Adult,1077,11,31,Superfast,289,Senior Citizen,Yes,0.0,1,7,6,244
3AC,Premium Tatkal,UMB,ADI,2,Adult,1678,6,20,Express,241,No_Special_Consideration,No,0.0,1,7,0,244
2AC,General,ASR,GKP,1,Adult,990,8,9,Shatabdi,357,Senior Citizen,Yes,0.0,1,7,1,244
2AC,Tatkal,MAS,SC,4,Child,136,10,26,Express,332,Senior Citizen,Yes,55.0,0,7,2,244
Sleeper,Ladies,SBC,ADI,2,Senior Citizen,1766,4,26,Shatabdi,255,Senior Citizen,No,0.0,1,7,3,244
2AC,Ladies,CNB,JHS,5,Senior Citizen,1280,5,2,Shatabdi,202,No_Special_Consideration,Yes,0.0,1,7,4,244
3AC,General,JHS,JHS,2,Senior Citizen,648,12,2,Shatabdi,53,Defense Quota,Yes,72.0,0,7,5,244
2AC,General,MAS,MAS,4,Senior Citizen,160,9,28,Shatabdi,203,Senior Citizen,No,0.0,1,7,6,244
Sleeper,Ladies,MAS,LKO,1,Child,1021,10,17,Shatabdi,460,No_Special_Consideration,No,181.0,0,7,0,244
Sleeper,Premium Tatkal,NJP,PNBE,1,Senior Citizen,1266,16,28,Rajdhani,58,No_Special_Consideration,No,0.0,1,7,1,244
2AC,Tatkal,CNB,PNBE,5,Child,768,12,28,Rajdhani,492,No_Special_Consideration,No,95.0,0,7,2,244
Sleeper,Ladies,UMB,UMB,2,Adult,833,9,13,Shatabdi,474,Defense Quota,Yes,0.0,1,7,3,244
1AC,Premium Tatkal,BBS,LTT,5,Senior Citizen,1164,16,9,Express,1,Senior Citizen,Yes,0.0,1,7,4,244
Sleeper,Tatkal,CNB,CSMT,5,Child,1899,18,14,Shatabdi,325,No_Special_Consideration,Yes,0.0,1,7,5,244
3AC,General,MMCT,MMCT,4,Senior Citizen,597,13,22,Shatabdi,171,No_Special_Consideration,No,0.0,1,7,6,244
2AC,Premium Tatkal,BCT,BBS,5,Senior Citizen,1214,19,39,Express,419,Senior Citizen,Yes,120.0,0,7,0,244
Sleeper,Tatkal,LTT,LKO,5,Senior Citizen,1062,7,24,Superfast,136,No_Special_Consideration,No,0.0,1,7,1,244
1AC,Ladies,MMCT,MAS,3,Adult,1708,18,25,Shatabdi,315,No_Special_Consideration,No,0.0,1,7,2,244
1AC,Ladies,NJP,NJP,5,Child,1336,7,41,Superfast,87,No_Special_Consideration,Yes,161.0,0,7,3,244
3AC,Premium Tatkal,UMB,GKP,2,Child,1952,16,4,Express,241,Defense Quota,Yes,0.0,1,8,4,244
3AC,Tatkal,BCT,GKP,1,Adult,1313,4,7,Rajdhani,328,Senior Citizen,No,0.0,1,8,5,244
2AC,General,UMB,JU,1,Senior Citizen,385,14,7,Rajdhani,106,No_Special_Consideration,Yes,67.0,0,8,6,244
2AC,General,ASR,CSMT,2,Child,1850,3,4,Express,453,No_Special_Consideration,Yes,0.0,1,8,0,244
1AC,Premium Tatkal,GKP,JP,5,Adult,1060,15,6,Rajdhani,446,Defense Quota,Yes,0.0,1,8,1,244
1AC,General,MMCT,NDLS,3,Adult,1761,4,4,Rajdhani,447,Senior Citizen,Yes,0.0,1,8,2,244
Sleeper,General,CNB,LTT,3,Senior Citizen,1334,7,5,Express,422,Senior Citizen,Yes,0.0,1,8,3,244
2AC,Premium Tatkal,LKO,GKP,4,Senior Citizen,1661,14,15,Rajdhani,203,Senior Citizen,Yes,0.0,1,8,4,244
2AC,Premium Tatkal,CSMT,CSMT,5,Adult,1554,11,19,Superfast,148,Defense Quota,No,0.0,1,8,5,244
Sleeper,Premium Tatkal,SC,SBC,2,Senior Citizen,238,18,42,Rajdhani,142,No_Special_Consideration,No,0.0,1,8,6,244
2AC,Ladies,NJP,SBC,4,Adult,717,11,9,Shatabdi,432,Senior Citizen,Yes,126.0,0,8,0,244
2AC,Premium Tatkal,LTT,JHS,2,Child,941,17,25,Superfast,74,Senior Citizen,No,0.0,1,8,1,244
3AC,Ladies,HWH,LTT,3,Senior Citizen,1338,19,27,Rajdhani,440,Senior Citizen,Yes,0.0,1,8,2,244
3AC,Premium Tatkal,GKP,LTT,5,Adult,1417,13,20,Superfast,239,Defense Quota,No,0.0,1,8,3,244
3AC,General,CSMT,KOAA,3,Senior Citizen,940,2,45,Rajdhani,124,Senior Citizen,No,0.0,1,8,4,244
Sleeper,Ladies,BBS,MAS,5,Adult,1691,11,39,Shatabdi,196,No_Special_Consideration,No,0.0,1,8,5,244
Sleeper,Tatkal,SBC,UMB,5,Adult,778,15,21,Shatabdi,5,Senior Citizen,Yes,91.0,0,8,6,244
1AC,Premium Tatkal,SC,KOAA,4,Adult,1260,14,24,Express,430,Senior Citizen,Yes,29.0,0,8,0,244
3AC,Tatkal,PNBE,SC,5,Child,921,17,32,Rajdhani,73,Senior Citizen,Yes,0.0,1,8,1,244
1AC,Tatkal,GKP,CNB,3,Adult,1556,7,34,Rajdhani,137,Defense Quota,Yes,14.0,0,8,2,244
Sleeper,General,GKP,JHS,2,Adult,742,15,25,Superfast,80,Defense Quota,Yes,0.0,1,8,3,244
2AC,Ladies,NJP,LTT,5,Child,1286,19,20,Rajdhani,182,No_Special_Consideration,Yes,180.0,0,8,4,244
2AC,Premium Tatkal,LTT,PNBE,2,Child,1940,11,42,Shatabdi,418,Senior Citizen,Yes,9.0,0,8,5,244
2AC,Premium Tatkal,GKP,CSMT,5,Child,505,9,28,Express,25,No_Special_Consideration,Yes,0.0,1,8,6,244
2AC,Ladies,JU,BBS,4,Adult,199,17,16,Rajdhani,92,No_Special_Consideration,Yes,0.0,1,8,0,244
Sleeper,Tatkal,NJP,JHS,4,Child,1278,16,34,Superfast,492,Defense Quota,Yes,0.0,1,8,1,244
3AC,Premium Tatkal,MMCT,SBC,5,Senior Citizen,1029,19,38,Rajdhani,440,No_Special_Consideration,No,0.0,1,8,2,244
1AC,Premium Tatkal,LTT,CSMT,1,Senior Citizen,1802,15,22,Shatabdi,58,Defense Quota,Yes,0.0,1,8,3,244
3AC,General,MMCT,BSB,2,Child,1273,18,25,Rajdhani,452,Senior Citizen,Yes,0.0,1,8,4,244
3AC,Premium Tatkal,JHS,LTT,4,Adult,410,14,10,Rajdhani,152,No_Special_Consideration,Yes,0.0,1,8,5,244
1AC,Ladies,CSMT,ADI,3,Senior Citizen,808,16,15,Shatabdi,80,Defense Quota,Yes,0.0,1,8,6,244
1AC,Tatkal,BCT,MMCT,5,Senior Citizen,820,19,46,Express,98,No_Special_Consideration,No,72.0,0,9,0,244
2AC,Premium Tatkal,PNBE,MAS,3,Senior Citizen,1763,13,40,Rajdhani,7,Defense Quota,Yes,144.0,0,9,1,244
3AC,Premium Tatkal,UMB,BSB,5,Adult,135,7,17,Express,140,Defense Quota,Yes,97.0,0,9,2,244
Sleeper,General,NDLS,UMB,3,Child,1025,4,13,Express,12,Senior Citizen,No,86.0,0,9,3,244
2AC,Tatkal,CSMT,JHS,4,Child,589,10,42,Shatabdi,449,No_Special_Consideration,No,0.0,1,9,4,244
2AC,General,SC,JU,5,Child,378,17,21,Shatabdi,241,Defense Quota,No,0.0,1,9,5,244
Sleeper,Ladies,JU,SC,2,Adult,1869,9,44,Rajdhani,226,No_Special_Consideration,No,0.0,1,9,6,244
3AC,General,HWH,JU,3,Child,323,8,4,Shatabdi,414,Defense Quota,No,0.0,1,9,0,244
3AC,Ladies,LKO,LKO,5,Adult,1691,13,20,Shatabdi,185,Defense Quota,No,0.0,1,9,1,244
Sleeper,Ladies,HWH,SC,4,Child,910,19,31,Express,247,No_Special_Consideration,No,0.0,1,9,2,244
3AC,Tatkal,SC,JP,1,Child,1453,5,33,Rajdhani,5,Defense Quota,Yes,0.0,1,9,3,244
2AC,General,HWH,SC,2,Adult,1397,14,28,Superfast,192,No_Special_Consideration,No,0.0,1,9,4,244
Sleeper,Premium Tatkal,KOAA,UMB,5,Adult,948,18,26,Superfast,393,Senior Citizen,Yes,0.0,1,9,5,244
Sleeper,Ladies,KOAA,HWH,2,Child,802,3,45,Shatabdi,148,Senior Citizen,No,45.0,0,9,6,244
1AC,Ladies,LKO,JP,1,Adult,1909,17,47,Shatabdi,463,No_Special_Consideration,No,0.0,1,9,0,244
Sleeper,Ladies,ADI,ADI,1,Adult,1840,19,15,Rajdhani,204,Defense Quota,No,50.0,0,9,1,244
1AC,Ladies,SC,UMB,5,Child,708,8,24,Shatabdi,88,Senior Citizen,No,0.0,1,9,2,244
1AC,Tatkal,GKP,CNB,3,Adult,1922,6,34,Rajdhani,378,Senior Citizen,No,0.0,1,9,3,244
3AC,Premium Tatkal,ASR,LKO,3,Adult,363,8,37,Rajdhani,242,Senior Citizen,No,160.0,0,9,4,244
Sleeper,General,UMB,GKP,3,Child,1106,2,32,Shatabdi,418,Senior Citizen,Yes,0.0,1,9,5,244
1AC,Ladies,PNBE,UMB,1,Senior Citizen,1782,16,3,Shatabdi,8,No_Special_Consideration,No,0.0,1,9,6,244
3AC,Tatkal,LTT,JP,3,Senior Citizen,388,2,24,Rajdhani,441,Senior Citizen,No,147.0,0,9,0,244
Sleeper,Ladies,NDLS,SC,4,Adult,1860,5,45,Superfast,174,Senior Citizen,Yes,182.0,0,9,1,244
2AC,Ladies,CSMT,LTT,4,Child,1713,7,22,Shatabdi,139,Senior Citizen,Yes,0.0,1,9,2,244
3AC,Tatkal,JU,PNBE,1,Child,383,11,29,Shatabdi,442,Defense Quota,Yes,42.0,0,9,3,244
2AC,Ladies,BCT,CNB,5,Child,725,5,21,Rajdhani,222,Defense Quota,No,18.0,0,9,4,244
Sleeper,Premium Tatkal,ASR,CNB,3,Child,1816,9,7,Superfast,86,Defense Quota,Yes,191.0,0,9,5,244
3AC,Tatkal,NDLS,JU,2,Senior Citizen,265,15,11,Shatabdi,467,Senior Citizen,No,0.0,1,9,6,244
2AC,General,UMB,SC,5,Senior Citizen,1659,10,30,Superfast,398,Senior Citizen,Yes,0.0,1,9,0,244
3AC,Premium Tatkal,BSB,KOAA,4,Senior Citizen,954,13,19,Shatabdi,81,Senior Citizen,Yes,0.0,1,9,1,244
3AC,Ladies,CSMT,UMB,1,Senior Citizen,1599,13,13,Rajdhani,248,Senior Citizen,Yes,80.0,0,10,2,244
3AC,Ladies,ASR,NJP,3,Adult,1309,12,41,Express,281,Defense Quota,Yes,153.0,0,10,3,244
3AC,General,BCT,ASR,4,Child,1960,17,20,Rajdhani,328,Defense Quota,Yes,159.0,0,10,4,244
2AC,General,ADI,NDLS,3,Child,793,19,11,Rajdhani,137,No_Special_Consideration,No,0.0,1,10,5,244
1AC,Premium Tatkal,BSB,PNBE,2,Child,1697,6,46,Shatabdi,170,No_Special_Consideration,Yes,0.0,1,10,6,244
Sleeper,Premium Tatkal,BSB,LKO,4,Child,1196,7,10,Superfast,430,Defense Quota,No,134.0,0,10,0,244
Sleeper,General,MAS,SBC,1,Adult,554,18,8,Rajdhani,52,No_Special_Consideration,No,199.0,0,10,1,244
Sleeper,Premium Tatkal,ASR,MMCT,2,Adult,796,5,25,Shatabdi,56,No_Special_Consideration,Yes,0.0,1,10,2,244
Sleeper,Tatkal,JHS,LKO,5,Child,1102,8,42,Rajdhani,438,Defense Quota,No,116.0,0,10,3,244
2AC,Premium Tatkal,JHS,SBC,2,Senior Citizen,1539,6,44,Superfast,171,Senior Citizen,Yes,0.0,1,10,4,244
1AC,General,BBS,ADI,2,Adult,1965,10,19,Rajdhani,93,Senior Citizen,Yes,40.0,0,10,5,244
1AC,General,ADI,ASR,3,Adult,1380,6,42,Superfast,45,No_Special_Consideration,Yes,107.0,0,10,6,244
1AC,Tatkal,JU,JHS,4,Senior Citizen,330,10,47,Express,378,Senior Citizen,No,0.0,1,10,0,244
Sleeper,Tatkal,HWH,LTT,4,Child,833,19,40,Superfast,225,Defense Quota,No,0.0,1,10,1,244
1AC,Premium Tatkal,PNBE,BCT,3,Senior Citizen,1817,19,21,Rajdhani,381,Defense Quota,No,0.0,1,10,2,244
2AC,General,CNB,JHS,1,Senior Citizen,1057,5,20,Shatabdi,74,No_Special_Consideration,Yes,0.0,1,10,3,244
3AC,Ladies,LKO,ADI,3,Senior Citizen,503,16,5,Rajdhani,282,Senior Citizen,No,115.0,0,10,4,244
Sleeper,Ladies,PNBE,PNBE,2,Child,597,11,30,Superfast,59,Senior Citizen,Yes,132.0,0,10,5,244
2AC,Ladies,NJP,SBC,5,Adult,809,19,34,Express,447,No_Special_Consideration,Yes,0.0,1,10,6,244
2AC,General,ADI,JP,1,Adult,1081,4,45,Shatabdi,212,No_Special_Consideration,Yes,0.0,1,10,0,244
3AC,Premium Tatkal,NJP,CNB,5,Senior Citizen,500,10,37,Superfast,224,Senior Citizen,Yes,0.0,1,10,1,244
3AC,General,BBS,CSMT,2,Adult,184,10,22,Rajdhani,182,Senior Citizen,Yes,133.0,0,10,2,244
1AC,General,HWH,JHS,5,Child,1953,19,6,Shatabdi,483,Defense Quota,No,0.0,1,10,3,244
1AC,Premium Tatkal,BBS,ADI,3,Child,1820,11,24,Superfast,93,Senior Citizen,No,0.0,1,10,4,244
Sleeper,Tatkal,NDLS,JHS,2,Child,1848,13,22,Superfast,289,No_Special_Consideration,Yes,96.0,0,10,5,244
2AC,Tatkal,KOAA,ADI,3,Senior Citizen,897,16,11,Rajdhani,434,Senior Citizen,No,0.0,1,10,6,244
3AC,General,ADI,BCT,1,Child,1721,19,17,Shatabdi,37,No_Special_Consideration,No,0.0,1,10,0,244
1AC,Tatkal,NDLS,ASR,4,Adult,944,3,15,Shatabdi,279,Senior Citizen,Yes,0.0,1,10,1,244
3AC,General,HWH,BSB,3,Adult,1840,9,41,Superfast,139,Defense Quota,No,0.0,1,10,2,244
Sleeper,Ladies,NDLS,CNB,3,Child,1371,14,27,Shatabdi,378,Senior Citizen,No,176.0,0,10,3,244
1AC,Tatkal,NDLS,JP,2,Senior Citizen,836,16,33,Superfast,291,Defense Quota,Yes,184.0,0,10,4,244
2AC,General,JHS,NDLS,1,Child,1361,3,33,Superfast,408,Defense Quota,No,26.0,0,11,5,244
3AC,Premium Tatkal,JU,GKP,3,Child,312,4,30,Shatabdi,114,Defense Quota,Yes,0.0,1,11,6,244
1AC,General,MMCT,MAS,4,Adult,1355,9,12,Rajdhani,48,Defense Quota,No,0.0,1,11,0,244
Sleeper,Ladies,UMB,KOAA,3,Child,1873,17,42,Rajdhani,384,Senior Citizen,Yes,0.0,1,11,1,244
2AC,Premium Tatkal,SBC,BBS,5,Adult,513,2,18,Superfast,217,Defense Quota,Yes,21.0,0,11,2,244
3AC,Ladies,JP,GKP,4,Adult,1313,18,13,Rajdhani,476,Defense Quota,Yes,115.0,0,11,3,244
1AC,General,CNB,MMCT,2,Child,935,19,15,Superfast,455,Senior Citizen,Yes,72.0,0,11,4,244
Sleeper,Premium Tatkal,BBS,JU,3,Adult,663,4,6,Superfast,157,Defense Quota,No,0.0,1,11,5,244
1AC,General,MMCT,MMCT,2,Child,1312,13,43,Rajdhani,354,Senior Citizen,No,0.0,1,11,6,244
1AC,Tatkal,JHS,MAS,4,Child,563,8,13,Express,257,Defense Quota,No,0.0,1,11,0,244
2AC,Tatkal,CSMT,ADI,1,Child,1579,7,7,Rajdhani,55,No_Special_Consideration,No,0.0,1,11,1,244
Sleeper,Tatkal,LKO,SC,4,Senior Citizen,1173,17,27,Superfast,327,No_Special_Consideration,No,22.0,0,11,2,244
Sleeper,Ladies,KOAA,BCT,2,Adult,1233,4,9,Rajdhani,269,No_Special_Consideration,Yes,0.0,1,11,3,244
2AC,Premium Tatkal,CNB,JP,3,Adult,1505,17,13,Shatabdi,444,Defense Quota,No,0.0,1,11,4,244
1AC,General,JU,BSB,3,Senior Citizen,1279,17,40,Rajdhani,357,Defense Quota,Yes,0.0,1,11,5,244
Sleeper,General,NDLS,JHS,1,Child,276,11,11,Superfast,388,Defense Quota,No,151.0,0,11,6,244
Sleeper,Ladies,LTT,UMB,4,Child,495,13,26,Rajdhani,250,Senior Citizen,Yes,0.0,1,11,0,244
3AC,Premium Tatkal,MMCT,PNBE,3,Adult,768,13,8,Shatabdi,302,Defense Quota,No,0.0,1,11,1,244
2AC,Premium Tatkal,ADI,LTT,5,Senior Citizen,1152,3,16,Express,220,Defense Quota,No,0.0,1,11,2,244
Sleeper,Tatkal,JHS,GKP,4,Senior Citizen,89,17,32,Rajdhani,165,Defense Quota,No,0.0,1,11,3,244
3AC,Premium Tatkal,JU,ADI,3,Child,533,13,33,Express,322,Defense Quota,Yes,151.0,0,11,4,244
1AC,Ladies,JU,NDLS,5,Adult,1922,12,16,Shatabdi,395,Defense Quota,No,0.0,1,11,5,244
3AC,Premium Tatkal,SBC,BBS,2,Adult,1602,9,25,Express,399,Senior Citizen,No,0.0,1,11,6,244
2AC,Premium Tatkal,CSMT,ASR,4,Senior Citizen,1098,11,21,Superfast,120,Senior Citizen,No,41.0,0,11,0,244
3AC,General,JHS,BCT,1,Child,471,18,47,Express,195,Defense Quota,Yes,0.0,1,11,1,244
Sleeper,General,BCT,BBS,2,Adult,1042,9,5,Express,165,No_Special_Consideration,No,0.0,1,11,2,244
Sleeper,Ladies,GKP,CSMT,3,Senior Citizen,209,16,15,Express,38,Defense Quota,No,0.0,1,11,3,244
2AC,Ladies,KOAA,BBS,3,Adult,928,12,17,Express,301,Senior Citizen,No,135.0,0,11,4,244
2AC,Ladies,UMB,BSB,2,Senior Citizen,977,9,15,Superfast,184,Defense Quota,No,0.0,1,11,5,244
1AC,Ladies,BBS,UMB,4,Adult,955,16,12,Shatabdi,332,Senior Citizen,Yes,0.0,1,11,6,244
2AC,Ladies,KOAA,BCT,3,Adult,109,19,5,Superfast,426,Defense Quota,Yes,0.0,1,12,0,244
3AC,Tatkal,JU,HWH,5,Child,95,14,13,Shatabdi,249,Defense Quota,No,0.0,1,12,1,244
2AC,General,NDLS,BCT,5,Child,647,9,25,Shatabdi,173,Senior Citizen,Yes,0.0,1,12,2,244
3AC,Ladies,JHS,JP,1,Child,1926,7,17,Rajdhani,208,Defense Quota,No,0.0,1,12,3,244
3AC,Premium Tatkal,CSMT,KOAA,1,Adult,762,16,36,Shatabdi,467,No_Special_Consideration,No,0.0,1,12,4,244
1AC,Premium Tatkal,BCT,SBC,2,Senior Citizen,73,15,45,Express,86,Defense Quota,No,0.0,1,12,5,244
Sleeper,Ladies,JP,PNBE,3,Senior Citizen,1502,8,42,Express,412,No_Special_Consideration,No,57.0,0,12,6,244
1AC,Ladies,MAS,ASR,4,Child,1496,18,13,Shatabdi,50,Senior Citizen,Yes,0.0,1,12,0,244
2AC,Tatkal,JP,LKO,3,Adult,1184,14,14,Rajdhani,26,Defense Quota,Yes,0.0,1,12,1,244
1AC,General,ASR,GKP,1,Child,287,5,17,Rajdhani,119,No_Special_Consideration,No,0.0,1,12,2,244
1AC,Tatkal,LKO,JHS,1,Senior Citizen,1188,19,37,Express,47,Senior Citizen,Yes,0.0,1,12,3,244
3AC,Ladies,JHS,JHS,4,Adult,1029,6,30,Shatabdi,418,Senior Citizen,No,0.0,1,12,4,244
1AC,Premium Tatkal,UMB,MMCT,1,Child,630,13,20,Shatabdi,288,Defense Quota,Yes,0.0,1,12,5,244
2AC,Premium Tatkal,PNBE,SC,5,Child,251,17,23,Express,151,No_Special_Consideration,Yes,0.0,1,12,6,244
3AC,Premium Tatkal,BBS,PNBE,4,Senior Citizen,1973,7,22,Rajdhani,71,Senior Citizen,Yes,0.0,1,12,0,244
3AC,Ladies,SC,ASR,2,Adult,1417,19,2,Superfast,68,No_Special_Consideration,No,0.0,1,12,1,244
Sleeper,Ladies,BCT,ADI,5,Senior Citizen,233,5,18,Express,138,Defense Quota,Yes,0.0,1,12,2,244
3AC,Premium Tatkal,BBS,SC,1,Senior Citizen,1637,9,36,Express,222,Senior Citizen,Yes,0.0,1,12,3,244
3AC,Ladies,BSB,ASR,4,Child,455,17,43,Shatabdi,383,No_Special_Consideration,Yes,134.0,0,12,4,244
Sleeper,Tatkal,BSB,ASR,2,Child,857,11,26,Shatabdi,267,No_Special_Consideration,No,0.0,1,12,5,244
2AC,Tatkal,SBC,JHS,1,Child,1754,17,47,Shatabdi,422,Defense Quota,Yes,162.0,0,12,6,244
3AC,Ladies,PNBE,MMCT,4,Child,729,2,28,Superfast,45,Senior Citizen,No,0.0,1,12,0,244
Sleeper,General,BBS,LKO,1,Senior Citizen,652,6,33,Superfast,292,Defense Quota,Yes,14.0,0,12,1,244
3AC,Tatkal,CSMT,KOAA,1,Child,617,6,46,Shatabdi,269,No_Special_Consideration,No,140.0,0,12,2,244
3AC,Tatkal,MMCT,CSMT,3,Child,1912,18,39,Rajdhani,150,No_Special_Consideration,Yes,130.0,0,12,3,244
Sleeper,General,SBC,MAS,3,Senior Citizen,846,8,14,Express,109,Senior Citizen,No,200.0,0,12,4,244
1AC,Ladies,JU,JP,4,Child,296,17,16,Rajdhani,226,Defense Quota,Yes,0.0,1,12,5,244
3AC,Ladies,NJP,CNB,4,Child,1994,16,12,Express,439,Senior Citizen,No,0.0,1,12,6,244
3AC,Tatkal,GKP,JU,2,Senior Citizen,485,6,24,Shatabdi,410,Senior Citizen,No,0.0,1,12,0,244
1AC,Tatkal,MAS,PNBE,4,Adult,1861,4,9,Express,318,Defense Quota,Yes,0.0,1,12,1,244
1AC,Premium Tatkal,UMB,BBS,4,Adult,1729,14,10,Shatabdi,292,Defense Quota,No,0.0,1,12,2,244
Sleeper,General,PNBE,SC,1,Senior Citizen,1780,19,30,Superfast,468,Senior Citizen,No,83.0,0,1,3,244
1AC,Ladies,JP,MAS,2,Senior Citizen,1973,5,6,Superfast,177,Senior Citizen,No,0.0,1,1,4,244
Sleeper,Tatkal,JHS,JU,3,Senior Citizen,1093,11,16,Express,429,Defense Quota,Yes,0.0,1,1,5,244
3AC,Premium Tatkal,BCT,MAS,5,Child,1191,11,36,Superfast,105,Senior Citizen,Yes,0.0,1,1,6,244
2AC,Premium Tatkal,BBS,LKO,3,Child,1647,17,28,Rajdhani,466,Defense Quota,Yes,0.0,1,1,0,244
3AC,Tatkal,SBC,KOAA,1,Child,1796,2,25,Rajdhani,78,No_Special_Consideration,No,0.0,1,1,1,244
2AC,Premium Tatkal,JHS,HWH,5,Senior Citizen,141,18,9,Rajdhani,59,Senior Citizen,No,0.0,1,1,2,244
3AC,General,UMB,BSB,1,Senior Citizen,1212,18,35,Shatabdi,314,Defense Quota,Yes,0.0,1,1,3,244
1AC,General,MAS,UMB,2,Senior Citizen,353,3,38,Express,183,Senior Citizen,Yes,0.0,1,1,4,244
1AC,Ladies,JU,SBC,3,Child,972,6,32,Express,175,No_Special_Consideration,Yes,167.0,0,1,5,244
2AC,General,PNBE,BBS,2,Child,1689,18,41,Rajdhani,217,Senior Citizen,No,52.0,0,1,6,244
2AC,General,BCT,MAS,1,Child,1432,5,37,Express,463,Defense Quota,Yes,72.0,0,1,0,244
2AC,Ladies,BSB,BSB,1,Adult,1823,14,37,Rajdhani,220,Defense Quota,Yes,0.0,1,1,1,244
Sleeper,Premium Tatkal,NDLS,ASR,2,Child,1180,11,40,Shatabdi,404,No_Special_Consideration,Yes,0.0,1,1,2,244
2AC,Ladies,UMB,BCT,4,Adult,122,5,19,Superfast,243,Defense Quota,Yes,0.0,1,1,3,244
Sleeper,General,NDLS,BSB,3,Senior Citizen,1669,15,37,Express,4,Senior Citizen,Yes,0.0,1,1,4,244
3AC,Tatkal,ASR,PNBE,5,Child,530,15,6,Shatabdi,349,Defense Quota,Yes,132.0,0,1,5,244
3AC,Premium Tatkal,LTT,CNB,1,Adult,1602,12,47,Rajdhani,124,Defense Quota,Yes,118.0,0,1,6,244
3AC,General,LKO,CSMT,3,Senior Citizen,1203,4,37,Superfast,292,No_Special_Consideration,No,131.0,0,1,0,244
2AC,Premium Tatkal,LKO,CNB,3,Child,1822,13,42,Express,244,Defense Quota,Yes,0.0,1,1,1,244
2AC,General,BSB,MAS,3,Adult,1008,5,24,Express,352,No_Special_Consideration,No,119.0,0,1,2,244
3AC,Premium Tatkal,MMCT,SC,1,Child,368,3,14,Express,100,Senior Citizen,Yes,75.0,0,1,3,244
Sleeper,Premium Tatkal,JP,JU,5,Senior Citizen,872,15,17,Express,99,Senior Citizen,No,0.0,1,1,4,244
2AC,Tatkal,KOAA,BCT,2,Child,1181,8,41,Rajdhani,87,No_Special_Consideration,No,2.0,0,1,5,244
2AC,Premium Tatkal,ASR,GKP,5,Adult,996,9,22,Superfast,275,Senior Citizen,No,0.0,1,1,6,244
Sleeper,Ladies,HWH,KOAA,1,Senior Citizen,1531,16,16,Express,172,Defense Quota,Yes,17.0,0,1,0,244
Sleeper,Premium Tatkal,SBC,GKP,1,Child,413,18,11,Express,436,Senior Citizen,No,0.0,1,1,1,244
2AC,Premium Tatkal,GKP,JU,3,Adult,447,8,5,Express,39,No_Special_Consideration,Yes,86.0,0,1,2,244
1AC,Tatkal,MMCT,CNB,2,Child,1683,15,5,Superfast,446,No_Special_Consideration,No,126.0,0,1,3,244
3AC,Premium Tatkal,SBC,NDLS,2,Adult,1567,15,25,Shatabdi,430,No_Special_Consideration,Yes,62.0,0,1,4,244
Sleeper,General,GKP,NJP,2,Adult,1558,13,4,Express,417,Defense Quota,No,193.0,0,1,5,244
Sleeper,General,BSB,BCT,5,Child,1512,11,20,Shatabdi,285,Senior Citizen,Yes,0.0,1,2,6,244
2AC,General,ADI,JHS,3,Senior Citizen,1100,2,10,Express,161,Senior Citizen,Yes,0.0,1,2,0,244
3AC,Premium Tatkal,JU,PNBE,2,Senior Citizen,1049,2,11,Rajdhani,353,Defense Quota,No,136.0,0,2,1,244
