Class of Travel,Quota,Source Station,Destination Station,Number of Passengers,Age of Passengers,Travel Distance,Number of Stations,Travel Time,Train Type,Seat Availability,Special Considerations,Holiday or Peak Season,Waitlist Position,Confirmation Status,journey_month,journey_dayofweek,days_before_journey,is_peak_or_holiday,seat_pressure,route_length_per_stop,booking_urgency_bucket
Sleeper,Tatkal,LKO,KOAA,2,Senior Citizen,1993,8,22,Rajdhani,398,No_Special_Consideration,Yes,11.0,0,5,5,244,1,0.005012531328320802,221.44444444444446,early
Sleeper,Ladies,JHS,BBS,5,Child,313,9,45,Shatabdi,236,No_Special_Consideration,Yes,18.0,0,5,6,244,1,0.02109704641350211,31.3,early
3AC,General,BCT,BSB,3,Adult,453,19,5,Superfast,468,Defense Quota,No,0.0,1,5,0,244,0,0.006396588486140725,22.65,early
1AC,General,JHS,MAS,4,Senior Citizen,90,4,37,Shatabdi,234,Defense Quota,Yes,0.0,1,5,1,244,1,0.01702127659574468,18.0,early
Sleeper,Tatkal,KOAA,SC,1,Adult,987,15,44,Express,458,Senior Citizen,Yes,0.0,1,5,2,244,1,0.002178649237472767,61.6875,early
1AC,Tatkal,SC,HWH,4,Adult,1303,3,28,Superfast,140,Defense Quota,No,151.0,0,5,3,244,0,0.028368794326241134,325.75,early
3AC,Ladies,SC,BCT,1,Adult,651,13,16,Shatabdi,441,No_Special_Consideration,No,91.0,0,5,4,244,0,0.0022624434389140274,46.5,early
2AC,Ladies,SBC,CNB,3,Adult,160,16,14,Rajdhani,461,Defense Quota,No,184.0,0,6,5,244,0,0.006493506493506494,9.411764705882353,early
1AC,Ladies,KOAA,CNB,3,Child,706,3,47,Shatabdi,89,No_Special_Consideration,No,111.0,0,6,6,244,0,0.03333333333333333,176.5,early
3AC,General,CNB,JU,1,Child,1186,2,16,Superfast,283,No_Special_Consideration,No,0.0,1,6,0,244,0,0.0035211267605633804,395.3333333333333,early
2AC,Premium Tatkal,CNB,MMCT,3,Adult,731,15,17,Express,162,No_Special_Consideration,No,0.0,1,6,1,244,0,0.018404907975460124,45.6875,early
1AC,Tatkal,HWH,JU,5,Child,1762,15,17,Superfast,50,No_Special_Consideration,No,0.0,1,6,2,244,0,0.09803921568627451,110.125,early
3AC,General,MMCT,ASR,4,Child,210,16,38,Express,122,Senior Citizen,Yes,0.0,1,6,3,244,1,0.032520325203252036,12.352941176470589,early
1AC,Premium Tatkal,MMCT,LKO,1,Child,1944,8,20,Express,303,No_Special_Consideration,Yes,116.0,0,6,4,244,1,0.003289473684210526,216.0,early
Sleeper,Ladies,MAS,ASR,2,Child,819,3,26,Rajdhani,466,Defense Quota,No,193.0,0,6,5,244,0,0.004282655246252677,204.75,early
1AC,Tatkal,CNB,PNBE,1,Child,781,10,20,Express,314,Senior Citizen,No,0.0,1,6,6,244,0,0.0031746031746031746,71.0,early
2AC,Premium Tatkal,CNB,GKP,5,Senior Citizen,1783,9,35,Superfast,189,No_Special_Consideration,No,0.0,1,6,0,244,0,0.02631578947368421,178.3,early
1AC,Tatkal,MAS,BBS,2,Adult,667,13,28,Rajdhani,40,No_Special_Consideration,No,5.0,0,6,1,244,0,0.04878048780487805,47.642857142857146,early
2AC,General,JHS,JU,2,Senior Citizen,1488,15,36,Rajdhani,73,Senior Citizen,Yes,117.0,0,6,2,244,1,0.02702702702702703,93.0,early
1AC,General,CNB,KOAA,1,Adult,1053,5,41,Express,149,Defense Quota,Yes,0.0,1,6,3,244,1,0.006666666666666667,175.5,early
3AC,Tatkal,SBC,CSMT,2,Adult,151,4,13,Shatabdi,360,No_Special_Consideration,Yes,0.0,1,6,4,244,1,0.00554016620498615,30.2,early
3AC,Tatkal,ADI,SC,1,Adult,1757,3,27,Express,251,Defense Quota,No,0.0,1,6,5,244,0,0.003968253968253968,439.25,early
Sleeper,Ladies,LKO,BSB,4,Senior Citizen,582,6,6,Superfast,13,Senior Citizen,Yes,0.0,1,6,6,244,1,0.2857142857142857,83.14285714285714,early
Sleeper,Ladies,NDLS,LTT,4,Child,1729,10,47,Rajdhani,484,Defense Quota,No,7.0,0,6,0,244,0,0.008247422680412371,157.1818181818182,early
2AC,Premium Tatkal,MAS,HWH,5,Child,89,9,14,Express,490,Defense Quota,Yes,71.0,0,6,1,244,1,0.010183299389002037,8.9,early
2AC,General,ADI,SC,5,Child,237,9,22,Express,154,Defense Quota,No,0.0,1,6,2,244,0,0.03225806451612903,23.7,early
Sleeper,Premium Tatkal,GKP,SC,4,Adult,970,5,47,Shatabdi,343,Defense Quota,Yes,0.0,1,6,3,244,1,0.011627906976744186,161.66666666666666,early
3AC,Tatkal,GKP,BSB,1,Child,428,18,16,Express,470,Defense Quota,No,0.0,1,6,4,244,0,0.0021231422505307855,22.526315789473685,early
Sleeper,General,MAS,UMB,5,Child,1104,19,19,Shatabdi,103,Senior Citizen,No,0.0,1,6,5,244,0,0.04807692307692308,55.2,early
1AC,Premium Tatkal,LKO,ADI,5,Senior Citizen,383,7,12,Rajdhani,195,Senior Citizen,Yes,0.0,1,6,6,244,1,0.025510204081632654,47.875,early
1AC,Premium Tatkal,BSB,HWH,5,Child,804,7,47,Superfast,123,No_Special_Consideration,Yes,21.0,0,6,0,244,1,0.04032258064516129,100.5,early
Sleeper,Ladies,HWH,BCT,1,Child,1498,15,8,Superfast,8,No_Special_Consideration,Yes,121.0,0,6,1,244,1,0.1111111111111111,93.625,early
1AC,Premium Tatkal,UMB,NJP,1,Adult,428,14,28,Superfast,45,No_Special_Consideration,Yes,0.0,1,6,2,244,1,0.021739130434782608,28.533333333333335,early
1AC,Premium Tatkal,SBC,BBS,3,Child,1266,15,18,Express,382,No_Special_Consideration,Yes,0.0,1,6,3,244,1,0.007832898172323759,79.125,early
2AC,General,MMCT,JU,4,Adult,1139,9,3,Express,386,Defense Quota,No,182.0,0,6,4,244,0,0.0103359173126615,113.9,early
3AC,General,GKP,ADI,2,Adult,1330,18,37,Superfast,141,Senior Citizen,No,77.0,0,6,5,244,0,0.014084507042253521,70.0,early
2AC,Premium Tatkal,JU,GKP,4,Child,798,16,4,Express,453,No_Special_Consideration,Yes,2.0,0,6,6,244,1,0.00881057268722467,46.94117647058823,early
3AC,General,JP,CSMT,4,Child,1184,2,21,Superfast,268,Senior Citizen,Yes,0.0,1,7,0,244,1,0.01486988847583643,394.6666666666667,early
1AC,Ladies,ASR,JHS,2,Child,1752,11,19,Superfast,231,Senior Citizen,Yes,0.0,1,7,1,244,1,0.008620689655172414,146.0,early
Sleeper,Ladies,KOAA,GKP,3,Child,1108,12,3,Express,444,Defense Quota,Yes,0.0,1,7,2,244,1,0.006741573033707865,85.23076923076923,early
Sleeper,Ladies,NDLS,MMCT,5,Senior Citizen,1408,9,21,Express,323,Senior Citizen,Yes,51.0,0,7,3,244,1,0.015432098765432098,140.8,early
2AC,Premium Tatkal,MMCT,PNBE,3,Child,375,15,24,Express,267,Senior Citizen,No,0.0,1,7,4,244,0,0.011194029850746268,23.4375,early
1AC,Tatkal,JHS,LTT,1,Senior Citizen,1112,8,20,Rajdhani,10,No_Special_Consideration,Yes,0.0,1,7,5,244,1,0.09090909090909091,123.55555555555556,early
Sleeper,Premium Tatkal,PNBE,MMCT,2,Adult,1910,9,27,Rajdhani,470,Defense Quota,Yes,0.0,1,7,6,244,1,0.004246284501061571,191.0,early
3AC,General,UMB,BBS,5,Senior Citizen,802,19,10,Shatabdi,256,No_Special_Consideration,No,140.0,0,7,0,244,0,0.019455252918287938,40.1,early
2AC,General,KOAA,HWH,2,Child,471,17,13,Rajdhani,396,Defense Quota,Yes,0.0,1,7,1,244,1,0.005037783375314861,26.166666666666668,early
3AC,General,GKP,BSB,5,Adult,1409,8,27,Express,212,No_Special_Consideration,Yes,0.0,1,7,2,244,1,0.023474178403755867,156.55555555555554,early
3AC,General,SBC,SBC,5,Senior Citizen,666,18,16,Rajdhani,146,No_Special_Consideration,Yes,0.0,1,7,3,244,1,0.034013605442176874,35.05263157894737,early
Sleeper,Premium Tatkal,SBC,HWH,1,Senior Citizen,94,9,13,Rajdhani,199,Defense Quota,No,0.0,1,7,4,244,0,0.005,9.4,early
2AC,Premium Tatkal,KOAA,GKP,3,Child,1446,3,8,Express,192,No_Special_Consideration,Yes,0.0,1,7,5,244,1,0.015544041450777202,361.5,early
Sleeper,Premium Tatkal,CNB,NJP,2,Senior Citizen,1745,15,46,Express,324,Defense Quota,Yes,0.0,1,7,6,244,1,0.006153846153846154,109.0625,early
1AC,Premium Tatkal,KOAA,BCT,2,Child,514,13,25,Express,447,Senior Citizen,Yes,0.0,1,7,0,244,1,0.004464285714285714,36.714285714285715,early
1AC,Tatkal,JU,NDLS,1,Child,931,3,23,Express,369,Senior Citizen,Yes,0.0,1,7,1,244,1,0.002702702702702703,232.75,early
2AC,Ladies,LKO,CSMT,4,Adult,438,15,3,Express,220,No_Special_Consideration,Yes,0.0,1,7,2,244,1,0.01809954751131222,27.375,early
3AC,Tatkal,BBS,JHS,5,Senior Citizen,1886,5,10,Express,74,Senior Citizen,Yes,0.0,1,7,3,244,1,0.06666666666666667,314.3333333333333,early
1AC,General,KOAA,MMCT,2,Child,439,15,7,Superfast,496,Senior Citizen,Yes,0.0,1,7,4,244,1,0.004024144869215292,27.4375,early
1AC,Tatkal,JP,NDLS,2,Child,1192,17,12,Superfast,258,No_Special_Consideration,Yes,63.0,0,7,5,244,1,0.007722007722007722,66.22222222222223,early
1AC,Ladies,JU,NDLS,5,Senior Citizen,1063,7,41,Express,247,No_Special_Consideration,No,1.0,0,7,6,244,0,0.020161290322580645,132.875,early
2AC,General,LTT,KOAA,2,Child,884,4,15,Rajdhani,495,Defense Quota,Yes,53.0,0,7,0,244,1,0.004032258064516129,176.8,early
Sleeper,Ladies,JHS,LTT,4,Adult,1384,6,9,Rajdhani,330,No_Special_Consideration,Yes,0.0,1,7,1,244,1,0.012084592145015106,197.71428571428572,early
2AC,Tatkal,NDLS,JHS,1,Senior Citizen,253,11,38,Shatabdi,468,Senior Citizen,Yes,0.0,1,7,2,244,1,0.0021321961620469083,21.083333333333332,early
2AC,Premium Tatkal,CNB,KOAA,3,Adult,673,2,22,Rajdhani,236,Senior Citizen,No,186.0,0,7,3,244,0,0.012658227848101266,224.33333333333334,early
2AC,Premium Tatkal,JP,JHS,1,Child,258,2,36,Express,28,Senior Citizen,Yes,0.0,1,7,4,244,1,0.034482758620689655,86.0,early
3AC,General,KOAA,UMB,3,Child,345,18,35,Shatabdi,361,Senior Citizen,Yes,116.0,0,7,5,244,1,0.008287292817679558,18.157894736842106,early
Sleeper,Premium Tatkal,NDLS,JU,2,Senior Citizen,703,2,5,Express,59,Senior Citizen,No,181.0,0,7,6,244,0,0.03333333333333333,234.33333333333334,early
3AC,Tatkal,CSMT,ADI,2,Senior Citizen,1778,8,15,Shatabdi,68,Defense Quota,Yes,0.0,1,7,0,244,1,0.028985507246376812,197.55555555555554,early
2AC,Premium Tatkal,NJP,ASR,5,Child,1411,11,19,Superfast,411,Defense Quota,Yes,0.0,1,7,1,244,1,0.012135922330097087,117.58333333333333,early
3AC,Tatkal,BCT,CNB,3,Senior Citizen,1299,9,4,Shatabdi,173,Senior Citizen,No,0.0,1,7,2,244,0,0.017241379310344827,129.9,early
2AC,Ladies,SBC,JP,2,Adult,1965,16,15,Shatabdi,499,No_Special_Consideration,No,125.0,0,8,3,244,0,0.004,115.58823529411765,early
3AC,Premium Tatkal,BBS,BSB,1,Adult,1007,4,24,Shatabdi,143,Defense Quota,Yes,138.0,0,8,4,244,1,0.006944444444444444,201.4,early
Sleeper,Ladies,ADI,ASR,4,Senior Citizen,216,18,34,Superfast,456,No_Special_Consideration,Yes,19.0,0,8,5,244,1,0.0087527352297593,11.368421052631579,early
Sleeper,Tatkal,ASR,PNBE,2,Child,151,5,47,Rajdhani,199,No_Special_Consideration,No,120.0,0,8,6,244,0,0.01,25.166666666666668,early
2AC,Premium Tatkal,JU,MAS,5,Child,1129,15,15,Shatabdi,284,Senior Citizen,Yes,0.0,1,8,0,244,1,0.017543859649122806,70.5625,early
2AC,General,NJP,JU,4,Senior Citizen,255,3,5,Superfast,354,No_Special_Consideration,Yes,0.0,1,8,1,244,1,0.011267605633802818,63.75,early
3AC,Premium Tatkal,BSB,KOAA,4,Child,1188,13,7,Rajdhani,208,Defense Quota,No,0.0,1,8,2,244,0,0.019138755980861243,84.85714285714286,early
3AC,General,UMB,JHS,3,Child,1047,5,37,Express,81,No_Special_Consideration,No,0.0,1,8,3,244,0,0.036585365853658534,174.5,early
Sleeper,Premium Tatkal,BSB,CSMT,3,Senior Citizen,757,16,8,Rajdhani,118,Senior Citizen,No,0.0,1,8,4,244,0,0.025210084033613446,44.529411764705884,early
3AC,Ladies,MMCT,UMB,5,Senior Citizen,154,4,9,Express,360,No_Special_Consideration,No,144.0,0,8,5,244,0,0.013850415512465374,30.8,early
1AC,General,GKP,BSB,4,Adult,475,16,24,Superfast,263,Senior Citizen,No,8.0,0,8,6,244,0,0.015151515151515152,27.941176470588236,early
2AC,Tatkal,JP,SBC,2,Child,447,17,44,Shatabdi,491,Defense Quota,Yes,177.0,0,8,0,244,1,0.0040650406504065045,24.833333333333332,early
1AC,Ladies,LTT,GKP,2,Senior Citizen,1415,4,19,Shatabdi,347,Senior Citizen,No,0.0,1,8,1,244,0,0.005747126436781609,283.0,early
1AC,General,MAS,SC,3,Adult,579,18,34,Superfast,106,No_Special_Consideration,No,0.0,1,8,2,244,0,0.028037383177570093,30.473684210526315,early
2AC,Tatkal,BCT,LTT,5,Child,1805,5,13,Express,18,No_Special_Consideration,No,0.0,1,8,3,244,0,0.2631578947368421,300.8333333333333,early
Sleeper,Tatkal,MAS,BCT,4,Senior Citizen,194,19,20,Rajdhani,318,Senior Citizen,No,186.0,0,8,4,244,0,0.012539184952978056,9.7,early
3AC,General,NDLS,NDLS,3,Adult,60,8,9,Superfast,308,Defense Quota,No,86.0,0,8,5,244,0,0.009708737864077669,6.666666666666667,early
3AC,Tatkal,ADI,HWH,5,Senior Citizen,720,15,39,Superfast,222,No_Special_Consideration,No,155.0,0,8,6,244,0,0.02242152466367713,45.0,early
2AC,Premium Tatkal,PNBE,NJP,1,Senior Citizen,307,13,38,Superfast,149,Defense Quota,Yes,0.0,1,8,0,244,1,0.006666666666666667,21.928571428571427,early
1AC,Premium Tatkal,ASR,BCT,1,Senior Citizen,1256,10,37,Superfast,167,Senior Citizen,Yes,0.0,1,8,1,244,1,0.005952380952380952,114.18181818181819,early
2AC,Tatkal,UMB,ASR,1,Senior Citizen,603,11,32,Express,2,Defense Quota,No,0.0,1,8,2,244,0,0.3333333333333333,50.25,early
Sleeper,Premium Tatkal,LKO,KOAA,1,Child,1170,13,27,Express,459,Senior Citizen,Yes,0.0,1,8,3,244,1,0.002173913043478261,83.57142857142857,early
Sleeper,General,SC,JP,4,Adult,1396,18,31,Shatabdi,464,No_Special_Consideration,No,0.0,1,8,4,244,0,0.008602150537634409,73.47368421052632,early
1AC,Tatkal,NDLS,ADI,3,Child,305,6,31,Superfast,78,No_Special_Consideration,Yes,0.0,1,8,5,244,1,0.0379746835443038,43.57142857142857,early
Sleeper,Ladies,MMCT,JU,3,Senior Citizen,1633,13,39,Shatabdi,411,No_Special_Consideration,Yes,184.0,0,8,6,244,1,0.007281553398058253,116.64285714285714,early
3AC,General,NDLS,MAS,2,Adult,357,18,9,Superfast,467,Senior Citizen,Yes,0.0,1,8,0,244,1,0.004273504273504274,18.789473684210527,early
Sleeper,Ladies,SBC,CSMT,2,Child,514,14,9,Express,476,No_Special_Consideration,No,142.0,0,8,1,244,0,0.0041928721174004195,34.266666666666666,early
3AC,Ladies,CNB,JHS,1,Senior Citizen,205,7,24,Express,169,Defense Quota,No,0.0,1,8,2,244,0,0.0058823529411764705,25.625,early
1AC,Ladies,SC,BBS,4,Senior Citizen,769,13,10,Superfast,168,Senior Citizen,Yes,0.0,1,8,3,244,1,0.023668639053254437,54.92857142857143,early
1AC,Premium Tatkal,KOAA,MMCT,2,Adult,1416,10,7,Superfast,141,Senior Citizen,No,0.0,1,8,4,244,0,0.014084507042253521,128.72727272727272,early
1AC,Tatkal,JHS,ASR,1,Child,1927,5,12,Express,72,No_Special_Consideration,No,0.0,1,8,5,244,0,0.0136986301369863,321.1666666666667,early
1AC,General,GKP,NJP,5,Adult,455,16,33,Rajdhani,181,Defense Quota,Yes,0.0,1,9,6,244,1,0.027472527472527472,26.764705882352942,early
Sleeper,General,SBC,JHS,4,Senior Citizen,809,19,9,Express,263,Senior Citizen,Yes,0.0,1,9,0,244,1,0.015151515151515152,40.45,early
3AC,Ladies,MMCT,ADI,2,Child,882,7,45,Rajdhani,69,No_Special_Consideration,Yes,0.0,1,9,1,244,1,0.02857142857142857,110.25,early
1AC,Premium Tatkal,SC,BSB,2,Child,737,6,27,Rajdhani,350,Defense Quota,No,8.0,0,9,2,244,0,0.005698005698005698,105.28571428571429,early
2AC,Tatkal,LTT,KOAA,2,Child,1539,14,38,Rajdhani,58,No_Special_Consideration,No,0.0,1,9,3,244,0,0.03389830508474576,102.6,early
Sleeper,Premium Tatkal,LTT,HWH,1,Child,324,19,12,Rajdhani,231,Senior Citizen,Yes,0.0,1,9,4,244,1,0.004310344827586207,16.2,early
Sleeper,Tatkal,LKO,PNBE,3,Child,530,11,28,Superfast,180,Defense Quota,No,0.0,1,9,5,244,0,0.016574585635359115,44.166666666666664,early
3AC,Tatkal,HWH,CNB,2,Senior Citizen,309,17,9,Superfast,270,Senior Citizen,Yes,0.0,1,9,6,244,1,0.007380073800738007,17.166666666666668,early
2AC,Premium Tatkal,HWH,NDLS,2,Child,331,10,34,Rajdhani,291,Defense Quota,No,0.0,1,9,0,244,0,0.00684931506849315,30.09090909090909,early
1AC,Premium Tatkal,JHS,BSB,2,Child,1052,2,19,Express,130,Defense Quota,No,0.0,1,9,1,244,0,0.015267175572519083,350.6666666666667,early
2AC,Tatkal,NJP,MMCT,1,Child,1901,12,45,Express,159,No_Special_Consideration,Yes,0.0,1,9,2,244,1,0.00625,146.23076923076923,early
Sleeper,Ladies,MMCT,ASR,4,Adult,1767,2,20,Superfast,457,No_Special_Consideration,Yes,0.0,1,9,3,244,1,0.008733624454148471,589.0,early
Sleeper,Premium Tatkal,LKO,GKP,3,Adult,1519,15,42,Express,452,Defense Quota,Yes,0.0,1,9,4,244,1,0.006622516556291391,94.9375,early
Sleeper,Ladies,BCT,KOAA,4,Adult,745,8,44,Superfast,278,Defense Quota,Yes,0.0,1,9,5,244,1,0.014336917562724014,82.77777777777777,early
1AC,General,NJP,LTT,5,Senior Citizen,192,7,11,Rajdhani,360,No_Special_Consideration,No,191.0,0,9,6,244,0,0.013850415512465374,24.0,early
2AC,Premium Tatkal,GKP,LKO,1,Senior Citizen,1409,11,31,Express,110,No_Special_Consideration,No,188.0,0,9,0,244,0,0.009009009009009009,117.41666666666667,early
1AC,Ladies,NDLS,NDLS,1,Child,1936,7,45,Rajdhani,130,Senior Citizen,Yes,69.0,0,9,1,244,1,0.007633587786259542,242.0,early
2AC,General,LTT,BBS,2,Adult,1682,7,42,Superfast,58,Defense Quota,Yes,0.0,1,9,2,244,1,0.03389830508474576,210.25,early
1AC,General,MAS,CSMT,5,Senior Citizen,453,14,45,Shatabdi,495,Defense Quota,Yes,0.0,1,9,3,244,1,0.010080645161290322,30.2,early
3AC,General,MMCT,LTT,4,Senior Citizen,1166,3,12,Shatabdi,427,No_Special_Consideration,No,32.0,0,9,4,244,0,0.009345794392523364,291.5,early
1AC,Ladies,ASR,MMCT,3,Senior Citizen,1927,3,39,Rajdhani,331,Defense Quota,Yes,23.0,0,9,5,244,1,0.009036144578313253,481.75,early
Sleeper,General,MAS,BCT,4,Senior Citizen,1983,9,46,Shatabdi,491,Senior Citizen,No,0.0,1,9,6,244,0,0.008130081300813009,198.3,early
Sleeper,Premium Tatkal,LTT,JHS,4,Child,1300,14,26,Superfast,340,No_Special_Consideration,Yes,36.0,0,9,0,244,1,0.011730205278592375,86.66666666666667,early
Sleeper,Premium Tatkal,JHS,SBC,1,Senior Citizen,1633,7,22,Rajdhani,172,Defense Quota,Yes,87.0,0,9,1,244,1,0.005780346820809248,204.125,early
3AC,Premium Tatkal,JP,SC,2,Child,1079,13,23,Shatabdi,330,No_Special_Consideration,Yes,0.0,1,9,2,244,1,0.006042296072507553,77.07142857142857,early
3AC,Ladies,MAS,KOAA,3,Child,155,9,29,Rajdhani,404,Senior Citizen,Yes,134.0,0,9,3,244,1,0.007407407407407408,15.5,early
Sleeper,Premium Tatkal,HWH,LKO,4,Adult,121,9,43,Shatabdi,53,Defense Quota,No,0.0,1,9,4,244,0,0.07407407407407407,12.1,early
2AC,Tatkal,PNBE,NJP,3,Child,1231,12,14,Rajdhani,251,No_Special_Consideration,Yes,13.0,0,9,5,244,1,0.011904761904761904,94.6923076923077,early
Sleeper,Ladies,HWH,ADI,5,Senior Citizen,412,5,16,Express,83,Defense Quota,Yes,0.0,1,9,6,244,1,0.05952380952380952,68.66666666666667,early
3AC,Ladies,JU,JHS,1,Child,950,2,45,Rajdhani,301,Defense Quota,Yes,0.0,1,9,0,244,1,0.0033112582781456954,316.6666666666667,early
2AC,Ladies,JHS,MMCT,4,Adult,1030,3,8,Shatabdi,88,Defense Quota,Yes,0.0,1,10,1,244,1,0.0449438202247191,257.5,early
Sleeper,General,BBS,JP,2,Adult,394,13,46,Superfast,170,No_Special_Consideration,Yes,0.0,1,10,2,244,1,0.011695906432748537,28.142857142857142,early
2AC,General,LKO,NDLS,5,Adult,579,7,2,Rajdhani,443,Defense Quota,Yes,59.0,0,10,3,244,1,0.01126126126126126,72.375,early
Sleeper,General,CSMT,MMCT,5,Child,1399,9,28,Shatabdi,460,No_Special_Consideration,No,194.0,0,10,4,244,0,0.010845986984815618,139.9,early
Sleeper,Ladies,NJP,MAS,1,Child,1228,7,25,Express,396,No_Special_Consideration,No,179.0,0,10,5,244,0,0.0025188916876574307,153.5,early
1AC,Ladies,CNB,CSMT,2,Adult,1809,10,5,Rajdhani,238,Senior Citizen,No,0.0,1,10,6,244,0,0.008368200836820083,164.45454545454547,early
1AC,Tatkal,BCT,SBC,3,Child,123,3,40,Rajdhani,432,Senior Citizen,Yes,0.0,1,10,0,244,1,0.006928406466512702,30.75,early
2AC,Premium Tatkal,JHS,CNB,5,Adult,1076,7,44,Express,35,Senior Citizen,No,0.0,1,10,1,244,0,0.1388888888888889,134.5,early
2AC,Ladies,MAS,GKP,3,Child,896,10,43,Superfast,311,Defense Quota,No,0.0,1,10,2,244,0,0.009615384615384616,81.45454545454545,early
Sleeper,Ladies,KOAA,LKO,1,Adult,252,12,29,Rajdhani,254,Defense Quota,No,0.0,1,10,3,244,0,0.00392156862745098,19.384615384615383,early
1AC,Premium Tatkal,JU,SC,3,Child,494,19,26,Shatabdi,132,Senior Citizen,Yes,175.0,0,10,4,244,1,0.022556390977443608,24.7,early
2AC,Tatkal,BBS,JP,4,Child,1001,12,37,Express,160,Senior Citizen,No,0.0,1,10,5,244,0,0.024844720496894408,77.0,early
2AC,Tatkal,BSB,BBS,2,Child,148,4,38,Superfast,401,No_Special_Consideration,No,41.0,0,10,6,244,0,0.004975124378109453,29.6,early
2AC,Ladies,GKP,SC,3,Adult,312,4,39,Superfast,79,No_Special_Consideration,Yes,0.0,1,10,0,244,1,0.0375,62.4,early
3AC,Tatkal,MAS,LKO,3,Child,214,11,36,Rajdhani,479,Senior Citizen,Yes,0.0,1,10,1,244,1,0.00625,17.833333333333332,early
2AC,General,SC,UMB,4,Adult,984,9,24,Shatabdi,393,Defense Quota,Yes,81.0,0,10,2,244,1,0.01015228426395939,98.4,early
2AC,Tatkal,MMCT,NJP,5,Senior Citizen,378,10,14,Shatabdi,459,Defense Quota,Yes,0.0,1,10,3,244,1,0.010869565217391304,34.36363636363637,early
Sleeper,Tatkal,LKO,ASR,2,Adult,905,2,42,Rajdhani,25,No_Special_Consideration,Yes,103.0,0,10,4,244,1,0.07692307692307693,301.6666666666667,early
2AC,Premium Tatkal,NDLS,ASR,4,Adult,1325,4,43,Express,481,Defense Quota,Yes,0.0,1,10,5,244,1,0.008298755186721992,265.0,early
3AC,Ladies,ADI,BSB,1,Child,1360,9,4,Superfast,37,Senior Citizen,Yes,75.0,0,10,6,244,1,0.02631578947368421,136.0,early
2AC,Ladies,HWH,BCT,4,Adult,212,12,8,Shatabdi,142,Defense Quota,Yes,186.0,0,10,0,244,1,0.027972027972027972,16.307692307692307,early
3AC,Premium Tatkal,UMB,ASR,4,Adult,1866,18,11,Shatabdi,327,Defense Quota,No,175.0,0,10,1,244,0,0.012195121951219513,98.21052631578948,early
3AC,General,JHS,LKO,5,Senior Citizen,931,17,16,Shatabdi,324,Defense Quota,No,0.0,1,10,2,244,0,0.015384615384615385,51.72222222222222,early
Sleeper,Tatkal,GKP,JHS,1,Child,1631,19,36,Shatabdi,161,No_Special_Consideration,No,97.0,0,10,3,244,0,0.006172839506172839,81.55,early
3AC,General,JHS,UMB,1,Child,1672,7,19,Shatabdi,158,No_Special_Consideration,Yes,0.0,1,10,4,244,1,0.006289308176100629,209.0,early
Sleeper,Tatkal,MMCT,MAS,1,Child,774,9,9,Shatabdi,397,Defense Quota,No,0.0,1,10,5,244,0,0.002512562814070352,77.4,early
1AC,Ladies,GKP,JU,4,Adult,1712,15,20,Superfast,433,Defense Quota,Yes,0.0,1,10,6,244,1,0.009216589861751152,107.0,early
3AC,General,BSB,ADI,1,Senior Citizen,293,6,47,Express,91,No_Special_Consideration,Yes,105.0,0,10,0,244,1,0.010869565217391304,41.857142857142854,early
1AC,Ladies,JU,SBC,1,Child,461,19,25,Rajdhani,3,Defense Quota,No,0.0,1,10,1,244,0,0.25,23.05,early
1AC,Ladies,SC,ADI,3,Child,833,16,38,Rajdhani,4,Defense Quota,No,0.0,1,10,2,244,0,0.6,49.0,early
3AC,General,KOAA,SBC,1,Senior Citizen,1991,16,39,Express,51,Defense Quota,No,158.0,0,10,3,244,0,0.019230769230769232,117.11764705882354,early
Sleeper,General,BBS,SBC,2,Child,1046,9,28,Express,160,Defense Quota,Yes,99.0,0,11,4,244,1,0.012422360248447204,104.6,early
2AC,Tatkal,JU,UMB,4,Senior Citizen,118,19,26,Shatabdi,410,No_Special_Consideration,Yes,166.0,0,11,5,244,1,0.009732360097323601,5.9,early
Sleeper,General,UMB,SBC,2,Senior Citizen,1809,3,40,Superfast,30,Senior Citizen,Yes,0.0,1,11,6,244,1,0.06451612903225806,452.25,early
Sleeper,General,ASR,NDLS,5,Senior Citizen,1810,6,42,Rajdhani,147,No_Special_Consideration,Yes,0.0,1,11,0,244,1,0.033783783783783786,258.57142857142856,early
2AC,General,BCT,CNB,4,Adult,563,2,45,Superfast,70,No_Special_Consideration,Yes,192.0,0,11,1,244,1,0.056338028169014086,187.66666666666666,early
Sleeper,Premium Tatkal,ASR,JHS,4,Senior Citizen,248,11,11,Express,330,No_Special_Consideration,Yes,0.0,1,11,2,244,1,0.012084592145015106,20.666666666666668,early
Sleeper,Ladies,PNBE,JP,5,Child,595,16,8,Express,399,Senior Citizen,No,0.0,1,11,3,244,0,0.0125,35.0,early
1AC,Ladies,ASR,MAS,5,Child,290,17,27,Shatabdi,2,No_Special_Consideration,No,0.0,1,11,4,244,0,1.6666666666666667,16.11111111111111,early
Sleeper,Tatkal,CSMT,NJP,5,Adult,682,4,4,Express,101,No_Special_Consideration,No,198.0,0,11,5,244,0,0.049019607843137254,136.4,early
3AC,Tatkal,JP,SC,5,Child,1401,14,10,Rajdhani,291,No_Special_Consideration,Yes,64.0,0,11,6,244,1,0.017123287671232876,93.4,early
