Number of Passengers,Travel Distance,Number of Stations,Travel Time,Seat Availability,journey_month,journey_dayofweek,days_before_journey,seat_pressure,route_length_per_stop,is_peak_or_holiday,Class of Travel,Quota,Source Station,Destination Station,Train Type,Special Considerations,Holiday or Peak Season,booking_urgency_bucket,Age of Passengers
2,1549,11,43,294,5,2,244,0.0067796610169491,129.08333333333334,0,3AC,Tatkal,JP,SBC,Rajdhani,Senior Citizen,No,early,Senior Citizen
5,675,11,30,102,6,0,244,0.0485436893203883,56.25,0,3AC,General,KOAA,MMCT,Rajdhani,Senior Citizen,No,early,Senior Citizen
4,931,16,15,19,10,4,244,0.2,54.76470588235294,0,3AC,Tatkal,JHS,KOAA,Superfast,Defense Quota,No,early,Senior Citizen
3,684,7,37,384,9,2,244,0.0077922077922077,85.5,0,3AC,General,JU,BCT,Express,No_Special_Consideration,No,early,Senior Citizen
4,674,10,34,481,10,6,244,0.0082987551867219,61.27272727272727,0,1AC,Tatkal,NJP,ASR,Express,No_Special_Consideration,No,early,Adult
4,1751,14,10,121,7,2,244,0.0327868852459016,116.73333333333332,0,2AC,Premium Tatkal,BCT,UMB,Shatabdi,No_Special_Consideration,No,early,Senior Citizen
5,731,19,9,373,11,2,244,0.0133689839572192,36.55,0,3AC,Ladies,HWH,HWH,Rajdhani,Senior Citizen,No,early,Child
5,986,2,42,493,2,3,244,0.0101214574898785,328.6666666666667,0,3AC,Premium Tatkal,JP,UMB,Shatabdi,Defense Quota,No,early,Adult
4,1765,7,6,462,8,0,244,0.0086393088552915,220.625,1,Sleeper,Ladies,KOAA,CSMT,Rajdhani,Senior Citizen,Yes,early,Adult
2,847,5,42,342,5,5,244,0.0058309037900874,141.16666666666666,0,3AC,Ladies,KOAA,BSB,Shatabdi,No_Special_Consideration,No,early,Child
3,475,12,14,402,8,6,244,0.0074441687344913,36.53846153846154,1,2AC,Ladies,PNBE,NDLS,Express,Senior Citizen,Yes,early,Adult
2,100,15,36,303,4,4,244,0.006578947368421,6.25,1,2AC,Tatkal,ADI,PNBE,Superfast,No_Special_Consideration,Yes,early,Child
3,1867,5,34,476,2,2,244,0.0062893081761006,311.1666666666667,0,3AC,Tatkal,CNB,ASR,Superfast,No_Special_Consideration,No,early,Child
1,1429,7,27,344,8,0,244,0.0028985507246376,178.625,0,Sleeper,Ladies,BCT,BSB,Shatabdi,Senior Citizen,No,early,Child
3,881,10,14,341,9,3,244,0.0087719298245614,80.0909090909091,0,1AC,Premium Tatkal,KOAA,NJP,Shatabdi,Senior Citizen,No,early,Adult
1,741,3,28,486,7,1,244,0.002053388090349,185.25,1,Sleeper,Tatkal,KOAA,GKP,Express,Senior Citizen,Yes,early,Adult
1,1380,2,26,165,3,1,244,0.0060240963855421,460.0,0,2AC,General,ADI,SC,Shatabdi,Defense Quota,No,early,Senior Citizen
3,1333,11,27,81,5,5,244,0.0365853658536585,111.08333333333331,1,3AC,Tatkal,JU,JHS,Express,No_Special_Consideration,Yes,early,Adult
3,257,16,30,402,8,3,244,0.0074441687344913,15.117647058823527,0,2AC,Premium Tatkal,JU,PNBE,Rajdhani,Defense Quota,No,early,Senior Citizen
5,824,12,33,19,8,3,244,0.25,63.38461538461539,0,2AC,Premium Tatkal,NJP,MMCT,Superfast,Senior Citizen,No,early,Senior Citizen
5,1151,13,11,361,5,1,244,0.0138121546961325,82.21428571428571,1,2AC,Ladies,SBC,LKO,Express,No_Special_Consideration,Yes,early,Senior Citizen
1,77,17,36,168,7,6,244,0.0059171597633136,4.277777777777778,1,3AC,General,MMCT,BSB,Express,Defense Quota,Yes,early,Adult
1,801,10,24,205,10,1,244,0.0048543689320388,72.81818181818181,1,2AC,Tatkal,CSMT,CNB,Shatabdi,Defense Quota,Yes,early,Senior Citizen
5,909,5,43,160,11,4,244,0.031055900621118,151.5,0,3AC,Tatkal,JP,JHS,Express,No_Special_Consideration,No,early,Adult
2,1242,15,16,287,11,4,244,0.0069444444444444,77.625,1,Sleeper,Tatkal,NJP,MMCT,Shatabdi,No_Special_Consideration,Yes,early,Senior Citizen
5,219,5,8,304,10,3,244,0.0163934426229508,36.5,1,3AC,Premium Tatkal,CSMT,HWH,Rajdhani,Defense Quota,Yes,early,Adult
4,294,7,30,467,12,3,244,0.0085470085470085,36.75,1,3AC,General,BSB,NJP,Express,Defense Quota,Yes,early,Adult
3,994,4,46,148,6,5,244,0.0201342281879194,198.8,1,1AC,Tatkal,LTT,BBS,Shatabdi,Defense Quota,Yes,early,Adult
4,527,10,41,291,6,6,244,0.0136986301369863,47.90909090909091,1,3AC,Ladies,PNBE,BCT,Rajdhani,No_Special_Consideration,Yes,early,Child
2,1149,7,15,409,7,4,244,0.0048780487804878,143.625,1,Sleeper,Tatkal,ASR,UMB,Express,Defense Quota,Yes,early,Adult
5,1483,13,43,126,4,6,244,0.0393700787401574,105.92857142857144,0,3AC,Ladies,PNBE,BSB,Express,Defense Quota,No,early,Child
5,979,18,19,208,2,2,244,0.0239234449760765,51.526315789473685,0,1AC,Ladies,KOAA,BCT,Shatabdi,No_Special_Consideration,No,early,Child
2,1415,4,19,347,8,1,244,0.0057471264367816,283.0,0,1AC,Ladies,LTT,GKP,Shatabdi,Senior Citizen,No,early,Senior Citizen
1,1001,16,42,76,11,5,244,0.0129870129870129,58.88235294117647,1,Sleeper,General,UMB,GKP,Superfast,No_Special_Consideration,Yes,early,Child
2,194,16,11,258,3,0,244,0.0077220077220077,11.411764705882351,0,1AC,Tatkal,MMCT,ADI,Shatabdi,Senior Citizen,No,early,Child
4,1971,16,14,106,4,1,244,0.0373831775700934,115.94117647058825,1,3AC,General,NDLS,MMCT,Express,Defense Quota,Yes,early,Adult
4,1416,19,6,56,4,2,244,0.0701754385964912,70.8,0,Sleeper,Ladies,GKP,BSB,Superfast,Senior Citizen,No,early,Senior Citizen
4,1686,14,8,164,6,2,244,0.0242424242424242,112.4,1,3AC,General,NDLS,LTT,Shatabdi,No_Special_Consideration,Yes,early,Senior Citizen
5,1639,13,31,404,8,5,244,0.0123456790123456,117.07142857142856,1,2AC,Premium Tatkal,SBC,KOAA,Shatabdi,No_Special_Consideration,Yes,early,Senior Citizen
2,1632,3,36,401,12,3,244,0.0049751243781094,408.0,0,3AC,Ladies,CNB,HWH,Rajdhani,No_Special_Consideration,No,early,Senior Citizen
3,1109,19,12,331,6,4,244,0.0090361445783132,55.45,0,2AC,Tatkal,PNBE,CNB,Express,Senior Citizen,No,early,Adult
5,572,14,22,263,9,3,244,0.0189393939393939,38.13333333333333,1,Sleeper,Premium Tatkal,GKP,BSB,Superfast,Senior Citizen,Yes,early,Senior Citizen
3,292,16,6,32,11,4,244,0.0909090909090909,17.176470588235293,0,2AC,General,UMB,JU,Shatabdi,No_Special_Consideration,No,early,Child
1,1589,19,31,472,5,0,244,0.0021141649048625,79.45,1,1AC,Tatkal,BCT,JU,Rajdhani,Senior Citizen,Yes,early,Child
2,579,19,42,378,1,4,244,0.0052770448548812,28.95,0,1AC,Premium Tatkal,JU,HWH,Rajdhani,Defense Quota,No,early,Child
3,813,6,36,174,5,6,244,0.0171428571428571,116.14285714285714,1,3AC,Premium Tatkal,UMB,KOAA,Superfast,Defense Quota,Yes,early,Child
1,662,17,31,203,6,6,244,0.0049019607843137,36.77777777777778,1,Sleeper,Ladies,BSB,LKO,Rajdhani,No_Special_Consideration,Yes,early,Adult
5,421,14,21,486,7,6,244,0.0102669404517453,28.066666666666663,0,Sleeper,Tatkal,GKP,BSB,Rajdhani,No_Special_Consideration,No,early,Adult
4,1903,12,32,400,11,3,244,0.0099750623441396,146.3846153846154,0,1AC,Tatkal,MMCT,LTT,Rajdhani,No_Special_Consideration,No,early,Adult
4,470,13,19,14,5,2,244,0.2666666666666666,33.57142857142857,0,2AC,Tatkal,CNB,NJP,Superfast,Defense Quota,No,early,Senior Citizen
1,829,12,26,308,8,2,244,0.0032362459546925,63.76923076923077,1,1AC,Tatkal,JP,CSMT,Express,No_Special_Consideration,Yes,early,Child
2,1956,15,40,352,4,6,244,0.0056657223796034,122.25,0,2AC,General,JP,MAS,Superfast,No_Special_Consideration,No,early,Child
4,1328,2,9,410,7,1,244,0.0097323600973236,442.6666666666667,0,Sleeper,General,BBS,KOAA,Rajdhani,Senior Citizen,No,early,Child
5,975,18,13,367,10,3,244,0.0135869565217391,51.31578947368421,0,Sleeper,Ladies,HWH,NJP,Express,Defense Quota,No,early,Senior Citizen
3,1791,17,5,23,2,1,244,0.125,99.5,0,1AC,Tatkal,HWH,JHS,Rajdhani,Defense Quota,No,early,Adult
3,1426,7,35,243,9,4,244,0.0122950819672131,178.25,1,3AC,Premium Tatkal,PNBE,GKP,Superfast,Senior Citizen,Yes,early,Child
2,839,11,29,128,12,6,244,0.0155038759689922,69.91666666666667,0,1AC,General,LKO,PNBE,Superfast,Defense Quota,No,early,Child
5,275,18,3,137,10,0,244,0.036231884057971,14.473684210526317,1,1AC,Premium Tatkal,SBC,LTT,Shatabdi,Defense Quota,Yes,early,Child
2,629,7,31,279,8,0,244,0.0071428571428571,78.625,0,2AC,Ladies,UMB,KOAA,Superfast,Senior Citizen,No,early,Senior Citizen
5,873,6,37,291,5,2,244,0.0171232876712328,124.71428571428572,0,1AC,Ladies,PNBE,JU,Express,No_Special_Consideration,No,early,Senior Citizen
2,772,8,32,176,1,4,244,0.0112994350282485,85.77777777777777,1,3AC,Tatkal,NJP,PNBE,Shatabdi,Defense Quota,Yes,early,Adult
4,217,6,21,7,6,3,244,0.5,31.0,1,1AC,Premium Tatkal,SC,MMCT,Rajdhani,Senior Citizen,Yes,early,Child
4,1264,12,26,401,1,1,244,0.0099502487562189,97.23076923076924,0,3AC,General,LTT,BCT,Rajdhani,Defense Quota,No,early,Senior Citizen
3,534,2,35,190,6,2,244,0.0157068062827225,178.0,0,1AC,General,PNBE,CSMT,Rajdhani,Defense Quota,No,early,Senior Citizen
5,67,6,34,112,10,5,244,0.0442477876106194,9.571428571428571,0,2AC,Ladies,MMCT,UMB,Rajdhani,Defense Quota,No,early,Adult
4,1566,12,10,362,9,6,244,0.0110192837465564,120.46153846153848,0,2AC,General,JHS,SC,Rajdhani,Senior Citizen,No,early,Adult
3,1173,14,31,241,3,5,244,0.012396694214876,78.2,0,3AC,Ladies,GKP,MMCT,Shatabdi,No_Special_Consideration,No,early,Senior Citizen
5,1915,18,41,265,2,1,244,0.018796992481203,100.78947368421052,1,1AC,Tatkal,MMCT,SC,Shatabdi,Defense Quota,Yes,early,Senior Citizen
3,430,18,42,22,6,2,244,0.1304347826086956,22.63157894736842,1,3AC,Premium Tatkal,JHS,MAS,Rajdhani,Defense Quota,Yes,early,Child
5,1553,8,16,140,8,1,244,0.0354609929078014,172.55555555555554,1,1AC,General,KOAA,HWH,Express,Senior Citizen,Yes,early,Senior Citizen
3,1809,19,46,64,5,0,244,0.0461538461538461,90.45,1,Sleeper,General,BBS,ASR,Superfast,Defense Quota,Yes,early,Senior Citizen
3,1835,7,35,91,7,5,244,0.0326086956521739,229.375,0,2AC,Premium Tatkal,SC,LTT,Rajdhani,Senior Citizen,No,early,Adult
3,60,10,26,421,1,5,244,0.0071090047393364,5.454545454545454,1,Sleeper,Premium Tatkal,MAS,HWH,Superfast,No_Special_Consideration,Yes,early,Adult
5,784,5,16,249,3,4,244,0.02,130.66666666666666,1,3AC,Premium Tatkal,MAS,CNB,Express,Senior Citizen,Yes,early,Senior Citizen
3,1280,11,21,493,8,6,244,0.0060728744939271,106.66666666666669,0,1AC,Premium Tatkal,SBC,NJP,Express,Senior Citizen,No,early,Adult
4,589,4,36,331,9,2,244,0.0120481927710843,117.8,0,2AC,Ladies,KOAA,UMB,Shatabdi,Defense Quota,No,early,Child
3,1605,9,9,12,12,6,244,0.2307692307692307,160.5,1,Sleeper,Ladies,GKP,LKO,Superfast,No_Special_Consideration,Yes,early,Senior Citizen
3,929,17,16,306,8,0,244,0.009771986970684,51.611111111111114,0,1AC,Tatkal,GKP,GKP,Rajdhani,Defense Quota,No,early,Adult
2,420,16,12,95,11,0,244,0.0208333333333333,24.705882352941178,0,2AC,General,ADI,CSMT,Rajdhani,Defense Quota,No,early,Child
5,765,11,10,390,12,4,244,0.0127877237851662,63.75,0,2AC,Tatkal,CSMT,NJP,Express,No_Special_Consideration,No,early,Adult
1,86,15,4,347,3,6,244,0.0028735632183908,5.375,1,2AC,Premium Tatkal,MAS,JP,Superfast,No_Special_Consideration,Yes,early,Child
4,1782,12,41,208,9,2,244,0.0191387559808612,137.07692307692307,1,1AC,Ladies,BSB,JP,Superfast,Senior Citizen,Yes,early,Adult
3,1124,14,24,145,2,5,244,0.0205479452054794,74.93333333333334,1,Sleeper,Ladies,BBS,SBC,Shatabdi,No_Special_Consideration,Yes,early,Child
1,1977,2,27,195,1,5,244,0.0051020408163265,659.0,0,3AC,Ladies,NJP,NJP,Superfast,Senior Citizen,No,early,Senior Citizen
4,855,5,43,489,3,3,244,0.0081632653061224,142.5,0,Sleeper,Premium Tatkal,ADI,SC,Rajdhani,Senior Citizen,No,early,Senior Citizen
5,1416,18,33,63,6,1,244,0.078125,74.52631578947368,1,3AC,Premium Tatkal,GKP,LKO,Express,No_Special_Consideration,Yes,early,Senior Citizen
3,440,3,23,24,11,2,244,0.12,110.0,1,2AC,General,KOAA,ADI,Shatabdi,No_Special_Consideration,Yes,early,Adult
4,425,9,11,127,11,3,244,0.03125,42.5,0,2AC,Ladies,CNB,NDLS,Shatabdi,No_Special_Consideration,No,early,Senior Citizen
5,316,11,9,21,5,2,244,0.2272727272727272,26.333333333333332,1,1AC,General,MMCT,ADI,Express,Defense Quota,Yes,early,Adult
4,1657,5,15,395,3,1,244,0.0101010101010101,276.1666666666667,1,3AC,General,GKP,BBS,Rajdhani,Senior Citizen,Yes,early,Child
2,1492,18,35,213,10,0,244,0.0093457943925233,78.52631578947368,0,1AC,General,UMB,NJP,Superfast,Senior Citizen,No,early,Adult
1,1338,7,30,366,7,4,244,0.0027247956403269,167.25,0,3AC,General,KOAA,LTT,Shatabdi,Defense Quota,No,early,Child
5,217,7,26,255,6,4,244,0.01953125,27.125,0,1AC,Tatkal,ASR,BBS,Express,No_Special_Consideration,No,early,Senior Citizen
4,530,19,23,22,11,2,244,0.1739130434782608,26.5,0,3AC,General,JHS,NJP,Superfast,No_Special_Consideration,No,early,Child
4,388,2,30,176,9,2,244,0.0225988700564971,129.33333333333334,1,3AC,Ladies,JHS,BBS,Express,No_Special_Consideration,Yes,early,Adult
5,692,18,46,148,4,2,244,0.0335570469798657,36.421052631578945,0,Sleeper,Ladies,ADI,BSB,Rajdhani,Senior Citizen,No,early,Child
4,993,14,35,335,4,5,244,0.0119047619047619,66.2,0,2AC,General,BSB,KOAA,Superfast,Senior Citizen,No,early,Senior Citizen
4,1962,16,20,491,11,0,244,0.008130081300813,115.41176470588236,0,1AC,General,LKO,PNBE,Shatabdi,No_Special_Consideration,No,early,Adult
2,289,9,38,367,4,3,244,0.0054347826086956,28.9,1,Sleeper,General,PNBE,MMCT,Shatabdi,Senior Citizen,Yes,early,Adult
2,543,9,39,427,10,0,244,0.0046728971962616,54.3,0,2AC,Ladies,MMCT,ASR,Superfast,No_Special_Consideration,No,early,Adult
2,471,18,47,36,5,5,244,0.054054054054054,24.789473684210527,1,1AC,Tatkal,CSMT,JU,Shatabdi,No_Special_Consideration,Yes,early,Senior Citizen
2,255,14,5,442,6,4,244,0.0045146726862302,17.0,1,3AC,Tatkal,KOAA,ASR,Superfast,Senior Citizen,Yes,early,Child
1,1617,5,34,425,3,4,244,0.0023474178403755,269.5,0,3AC,Tatkal,HWH,MMCT,Express,Defense Quota,No,early,Senior Citizen
3,1440,3,6,293,4,6,244,0.010204081632653,360.0,1,2AC,General,BCT,BSB,Rajdhani,Senior Citizen,Yes,early,Adult
2,1143,16,40,115,2,0,244,0.0172413793103448,67.23529411764706,0,Sleeper,Tatkal,BSB,JP,Express,Defense Quota,No,early,Child
5,1648,5,17,269,12,3,244,0.0185185185185185,274.6666666666667,1,Sleeper,General,GKP,LTT,Rajdhani,No_Special_Consideration,Yes,early,Child
3,1818,10,2,184,4,2,244,0.0162162162162162,165.27272727272728,1,Sleeper,Ladies,MMCT,JHS,Rajdhani,No_Special_Consideration,Yes,early,Child
5,1480,7,36,69,2,0,244,0.0714285714285714,185.0,1,Sleeper,Tatkal,BCT,BBS,Express,No_Special_Consideration,Yes,early,Child
5,410,17,44,253,2,1,244,0.0196850393700787,22.77777777777778,0,2AC,Tatkal,JU,KOAA,Shatabdi,Senior Citizen,No,early,Adult
1,492,9,25,186,2,1,244,0.0053475935828877,49.2,0,Sleeper,Tatkal,ASR,LKO,Superfast,Defense Quota,No,early,Child
1,920,18,47,482,1,3,244,0.0020703933747412,48.421052631578945,0,3AC,Tatkal,ASR,NDLS,Rajdhani,No_Special_Consideration,No,early,Child
1,1925,7,20,69,3,6,244,0.0142857142857142,240.625,0,3AC,General,ADI,JHS,Rajdhani,No_Special_Consideration,No,early,Adult
1,1760,8,3,408,8,1,244,0.0024449877750611,195.55555555555551,0,1AC,Ladies,SBC,MMCT,Rajdhani,Senior Citizen,No,early,Child
1,1443,16,20,483,11,3,244,0.0020661157024793,84.88235294117646,0,Sleeper,Premium Tatkal,HWH,MMCT,Shatabdi,Senior Citizen,No,early,Adult
2,1027,12,21,11,5,5,244,0.1666666666666666,79.0,1,Sleeper,Premium Tatkal,JHS,KOAA,Superfast,No_Special_Consideration,Yes,early,Adult
4,1098,16,23,184,7,0,244,0.0216216216216216,64.58823529411765,0,2AC,General,CNB,MMCT,Shatabdi,Defense Quota,No,early,Senior Citizen
3,1699,10,20,429,9,2,244,0.0069767441860465,154.45454545454547,0,3AC,Ladies,HWH,BBS,Rajdhani,Senior Citizen,No,early,Child
5,1865,14,15,27,3,6,244,0.1785714285714285,124.33333333333331,1,Sleeper,Premium Tatkal,NJP,SC,Shatabdi,No_Special_Consideration,Yes,early,Adult
2,1678,9,4,112,5,1,244,0.0176991150442477,167.8,0,1AC,Ladies,CNB,SC,Rajdhani,Defense Quota,No,early,Adult
4,531,6,23,62,7,0,244,0.0634920634920634,75.85714285714286,0,2AC,Premium Tatkal,UMB,ADI,Shatabdi,Defense Quota,No,early,Child
5,1805,4,12,128,4,6,244,0.0387596899224806,361.0,0,3AC,General,CNB,SBC,Shatabdi,No_Special_Consideration,No,early,Senior Citizen
2,574,7,30,199,9,0,244,0.01,71.75,1,3AC,Ladies,SC,CNB,Rajdhani,Defense Quota,Yes,early,Senior Citizen
2,1495,14,31,386,3,3,244,0.0051679586563307,99.66666666666669,0,3AC,Premium Tatkal,KOAA,NDLS,Rajdhani,No_Special_Consideration,No,early,Adult
3,723,7,22,278,9,2,244,0.010752688172043,90.375,1,2AC,General,JP,SBC,Superfast,No_Special_Consideration,Yes,early,Adult
2,974,8,21,289,7,3,244,0.0068965517241379,108.22222222222224,1,2AC,Ladies,CSMT,ADI,Express,Senior Citizen,Yes,early,Child
4,816,14,10,119,5,2,244,0.0333333333333333,54.4,0,3AC,Ladies,CSMT,ADI,Shatabdi,Defense Quota,No,early,Adult
4,1635,17,4,109,5,2,244,0.0363636363636363,90.83333333333331,0,1AC,General,MMCT,MMCT,Express,Senior Citizen,No,early,Senior Citizen
4,911,6,20,30,7,4,244,0.1290322580645161,130.14285714285714,1,2AC,General,MMCT,KOAA,Shatabdi,No_Special_Consideration,Yes,early,Child
4,796,9,25,38,8,1,244,0.1025641025641025,79.6,1,1AC,General,SC,KOAA,Rajdhani,Defense Quota,Yes,early,Child
4,1020,8,25,138,2,2,244,0.0287769784172661,113.33333333333331,1,Sleeper,Ladies,CNB,CSMT,Superfast,No_Special_Consideration,Yes,early,Senior Citizen
5,1114,4,37,128,11,5,244,0.0387596899224806,222.8,0,Sleeper,General,JHS,SC,Shatabdi,Defense Quota,No,early,Adult
3,1054,4,9,275,8,1,244,0.0108695652173913,210.8,0,3AC,General,PNBE,UMB,Shatabdi,No_Special_Consideration,No,early,Child
4,1800,8,10,387,6,6,244,0.0103092783505154,200.0,1,Sleeper,General,UMB,BSB,Shatabdi,Defense Quota,Yes,early,Senior Citizen
1,698,19,9,426,2,2,244,0.0023419203747072,34.9,1,3AC,Tatkal,BCT,CNB,Express,No_Special_Consideration,Yes,early,Senior Citizen
5,1948,7,4,158,4,6,244,0.0314465408805031,243.5,1,1AC,General,SBC,LKO,Rajdhani,Senior Citizen,Yes,early,Senior Citizen
1,192,7,43,203,9,4,244,0.0049019607843137,24.0,1,1AC,Tatkal,JU,ASR,Express,Defense Quota,Yes,early,Senior Citizen
3,1437,19,27,22,1,1,244,0.1304347826086956,71.85,1,3AC,Ladies,BBS,CNB,Express,Defense Quota,Yes,early,Adult
3,1435,17,22,43,3,3,244,0.0681818181818181,79.72222222222223,0,1AC,Premium Tatkal,PNBE,JU,Shatabdi,Defense Quota,No,early,Adult
3,1453,15,46,278,11,5,244,0.010752688172043,90.8125,0,Sleeper,General,SBC,SC,Express,No_Special_Consideration,No,early,Child
5,1408,9,21,323,7,3,244,0.015432098765432,140.8,1,Sleeper,Ladies,NDLS,MMCT,Express,Senior Citizen,Yes,early,Senior Citizen
3,1628,6,28,473,7,1,244,0.0063291139240506,232.57142857142856,0,Sleeper,Premium Tatkal,MMCT,MMCT,Shatabdi,Senior Citizen,No,early,Child
1,933,14,15,288,6,6,244,0.0034602076124567,62.2,1,3AC,General,CSMT,LTT,Express,Defense Quota,Yes,early,Child
1,544,16,28,499,6,2,244,0.002,32.0,0,3AC,General,MMCT,BSB,Rajdhani,Defense Quota,No,early,Child
4,1633,12,10,179,8,2,244,0.0222222222222222,125.6153846153846,0,3AC,General,NJP,BSB,Shatabdi,No_Special_Consideration,No,early,Child
5,1626,9,11,116,12,1,244,0.0427350427350427,162.6,0,Sleeper,General,CNB,BCT,Superfast,Senior Citizen,No,early,Child
2,254,9,34,358,12,5,244,0.0055710306406685,25.4,0,1AC,Premium Tatkal,HWH,SBC,Shatabdi,No_Special_Consideration,No,early,Child
4,1226,17,44,272,10,4,244,0.0146520146520146,68.11111111111111,1,1AC,Ladies,JP,NDLS,Rajdhani,Senior Citizen,Yes,early,Child
2,572,10,34,232,12,3,244,0.0085836909871244,52.0,1,3AC,General,SC,ADI,Express,Senior Citizen,Yes,early,Child
3,307,5,2,499,6,3,244,0.006,51.166666666666664,1,3AC,Ladies,CSMT,ASR,Superfast,Defense Quota,Yes,early,Adult
2,132,8,9,310,9,5,244,0.0064308681672025,14.666666666666666,0,3AC,General,JP,CNB,Rajdhani,No_Special_Consideration,No,early,Adult
3,1440,12,31,489,9,0,244,0.0061224489795918,110.76923076923076,0,Sleeper,General,BCT,JHS,Rajdhani,No_Special_Consideration,No,early,Child
4,964,10,7,145,12,0,244,0.0273972602739726,87.63636363636364,0,1AC,Premium Tatkal,JP,JU,Shatabdi,No_Special_Consideration,No,early,Senior Citizen
3,302,11,38,244,12,1,244,0.0122448979591836,25.166666666666668,0,1AC,Premium Tatkal,LKO,NJP,Rajdhani,No_Special_Consideration,No,early,Adult
5,1285,17,43,364,8,2,244,0.0136986301369863,71.38888888888889,0,2AC,General,BCT,GKP,Express,No_Special_Consideration,No,early,Senior Citizen
3,819,14,20,373,2,5,244,0.0080213903743315,54.6,1,2AC,Ladies,LKO,LKO,Express,No_Special_Consideration,Yes,early,Adult
2,1095,13,13,294,3,3,244,0.0067796610169491,78.21428571428571,0,1AC,Premium Tatkal,LTT,SBC,Express,Defense Quota,No,early,Child
4,152,17,4,216,9,0,244,0.0184331797235023,8.444444444444445,0,Sleeper,Premium Tatkal,SC,PNBE,Rajdhani,Defense Quota,No,early,Senior Citizen
4,1300,6,14,7,11,4,244,0.5,185.71428571428572,1,Sleeper,Tatkal,CSMT,JHS,Shatabdi,Defense Quota,Yes,early,Adult
3,656,12,19,39,9,0,244,0.075,50.46153846153846,1,2AC,General,GKP,UMB,Rajdhani,No_Special_Consideration,Yes,early,Child
5,404,9,45,44,8,2,244,0.1111111111111111,40.4,0,1AC,Tatkal,JU,MMCT,Express,No_Special_Consideration,No,early,Adult
3,1409,14,21,444,8,2,244,0.0067415730337078,93.93333333333334,1,Sleeper,Premium Tatkal,BCT,LTT,Shatabdi,Senior Citizen,Yes,early,Adult
4,554,9,20,481,3,6,244,0.0082987551867219,55.4,1,Sleeper,General,BBS,LKO,Express,Senior Citizen,Yes,early,Adult
4,94,6,10,90,2,1,244,0.0439560439560439,13.428571428571429,1,1AC,Ladies,HWH,LKO,Rajdhani,Defense Quota,Yes,early,Senior Citizen
1,930,5,2,247,8,5,244,0.0040322580645161,155.0,1,2AC,Tatkal,BCT,LTT,Shatabdi,Senior Citizen,Yes,early,Adult
3,512,3,41,316,5,1,244,0.0094637223974763,128.0,0,1AC,Ladies,BSB,ASR,Superfast,Defense Quota,No,early,Child
4,1740,14,6,168,11,3,244,0.0236686390532544,116.0,0,3AC,Ladies,CSMT,JU,Superfast,Senior Citizen,No,early,Senior Citizen
1,1842,5,40,321,12,3,244,0.0031055900621118,307.0,0,2AC,Premium Tatkal,PNBE,NJP,Superfast,Senior Citizen,No,early,Senior Citizen
3,799,13,38,12,2,0,244,0.2307692307692307,57.07142857142857,1,1AC,Premium Tatkal,BCT,SC,Express,Senior Citizen,Yes,early,Senior Citizen
5,106,8,17,167,4,6,244,0.0297619047619047,11.77777777777778,0,3AC,Ladies,BCT,MMCT,Rajdhani,Defense Quota,No,early,Adult
3,548,15,2,348,8,3,244,0.0085959885386819,34.25,1,1AC,Ladies,UMB,MAS,Express,Senior Citizen,Yes,early,Adult
1,100,3,16,66,4,6,244,0.0149253731343283,25.0,0,1AC,Tatkal,MAS,BSB,Superfast,Defense Quota,No,early,Senior Citizen
2,1910,7,21,90,3,4,244,0.0219780219780219,238.75,1,3AC,Tatkal,CNB,CSMT,Rajdhani,No_Special_Consideration,Yes,early,Senior Citizen
1,906,14,5,212,8,6,244,0.0046948356807511,60.4,0,3AC,General,SC,SBC,Shatabdi,Senior Citizen,No,early,Child
3,1316,11,6,147,2,5,244,0.0202702702702702,109.66666666666669,1,1AC,Ladies,LTT,SBC,Express,No_Special_Consideration,Yes,early,Adult
1,1879,13,32,398,7,1,244,0.0025062656641604,134.21428571428572,1,1AC,Tatkal,ADI,BCT,Express,Defense Quota,Yes,early,Adult
2,1113,12,6,488,11,4,244,0.0040899795501022,85.61538461538461,0,Sleeper,General,ASR,MAS,Shatabdi,Defense Quota,No,early,Child
1,97,16,35,117,7,2,244,0.0084745762711864,5.705882352941177,0,Sleeper,Ladies,NDLS,SC,Superfast,Senior Citizen,No,early,Senior Citizen
4,1730,4,35,75,11,5,244,0.0526315789473684,346.0,0,1AC,Tatkal,SC,BBS,Shatabdi,No_Special_Consideration,No,early,Adult
1,795,15,24,164,10,5,244,0.006060606060606,49.6875,1,Sleeper,Premium Tatkal,KOAA,NJP,Superfast,No_Special_Consideration,Yes,early,Senior Citizen
